timestamp_ns,op,order,addr,free0,free1,free2,free3,free4,free5,free6,free7,free8,free9,free10,frag_score_pct
1034708445,buddy_alloc,1,0x166000,1,1,0,1,0,0,1,1,1,1,0,10
1034886590,buddy_alloc,2,0x168000,1,1,1,0,0,0,1,1,1,1,0,10
1035697239,buddy_alloc,6,0x16c000,1,1,1,0,0,0,0,1,1,1,0,10
1037555403,buddy_free,3,0x131000,0,0,0,1,0,0,0,1,1,1,0,10
1037907380,buddy_alloc,1,0x1ac000,0,1,1,0,0,0,0,1,1,1,0,10
1038221081,buddy_alloc,5,0x1ae000,0,1,1,0,0,1,1,0,1,1,0,10
1038622613,buddy_free,3,0x166000,0,0,0,1,0,1,1,0,1,1,0,10
1039237183,buddy_free,4,0x156000,0,0,0,1,1,1,1,0,1,1,0,10
1039729402,buddy_free,7,0x1ae000,0,0,0,1,1,0,0,1,1,1,0,10
1040180333,buddy_alloc,1,0x1ce000,0,1,1,0,1,0,0,1,1,1,0,10
1040338707,buddy_alloc,1,0x1d0000,0,0,1,0,1,0,0,1,1,1,0,10
1041829128,buddy_alloc,1,0x1d2000,0,1,0,0,1,0,0,1,1,1,0,10
1043802885,buddy_free,2,0x1d2000,0,0,1,0,1,0,0,1,1,1,0,10
1044523698,buddy_free,6,0x16c000,0,0,1,0,1,0,1,1,1,1,0,10
1046399803,buddy_alloc,6,0x1d4000,0,0,1,0,1,0,0,1,1,1,0,10
1047703039,buddy_free,5,0x136000,0,0,1,0,1,1,0,1,1,1,0,10
1049543043,buddy_alloc,1,0x214000,0,1,0,0,1,1,0,1,1,1,0,10
1049884632,buddy_alloc,3,0x216000,0,1,0,1,0,1,0,1,1,1,0,10
1051040120,buddy_free,2,0x214000,0,0,1,1,0,1,0,1,1,1,0,10
1051727624,buddy_alloc,4,0x21e000,0,0,1,1,1,0,0,1,1,1,0,10
1053649676,buddy_alloc,2,0x22e000,0,0,0,1,1,0,0,1,1,1,0,10
1054724462,buddy_free,6,0x1d4000,0,0,0,1,1,0,1,1,1,1,0,10
1056126252,buddy_alloc,2,0x232000,0,0,1,0,1,0,1,1,1,1,0,10
1056847137,buddy_free,1,0x134000,0,1,1,0,1,0,1,1,1,1,0,10
1057940838,buddy_alloc,4,0x236000,0,1,1,0,0,0,1,1,1,1,0,10
1058247826,buddy_free,4,0x236000,0,1,1,0,1,0,1,1,1,1,0,10
1058499972,buddy_alloc,2,0x246000,0,1,0,0,1,0,1,1,1,1,0,10
1059070765,buddy_free,2,0x232000,0,1,1,0,1,0,1,1,1,1,0,10
1060206156,buddy_free,3,0x168000,0,1,0,1,1,0,1,1,1,1,0,10
1061788885,buddy_alloc,4,0x24a000,0,1,0,1,0,0,1,1,1,1,0,10
1063758196,buddy_alloc,0,0x25a000,1,0,0,1,0,0,1,1,1,1,0,10
1064833020,buddy_alloc,6,0x25b000,1,0,0,1,0,0,0,1,1,1,0,10
1066373831,buddy_free,6,0x25b000,1,0,0,1,0,0,1,1,1,1,0,10
1067550714,buddy_alloc,0,0x29b000,0,0,0,1,0,0,1,1,1,1,0,10
1068692960,buddy_free,0,0x25a000,1,0,0,1,0,0,1,1,1,1,0,10
1070436615,buddy_free,1,0x1d0000,1,1,0,1,0,0,1,1,1,1,0,10
1070748488,buddy_alloc,1,0x29c000,1,0,0,1,0,0,1,1,1,1,0,10
1071089027,buddy_free,1,0x29b000,0,1,0,1,0,0,1,1,1,1,0,10
1071257845,buddy_free,2,0x29c000,0,0,1,1,0,0,1,1,1,1,0,10
1073058292,buddy_alloc,3,0x29e000,0,0,1,0,0,0,1,1,1,1,0,10
1073349374,buddy_free,1,0x1ac000,0,1,1,0,0,0,1,1,1,1,0,10
1074570429,buddy_free,3,0x22e000,0,1,0,1,0,0,1,1,1,1,0,10
1074890700,buddy_alloc,5,0x2a6000,0,1,0,1,0,1,0,1,1,1,0,10
1076516319,buddy_alloc,0,0x2c6000,1,0,0,1,0,1,0,1,1,1,0,10
1077489189,buddy_alloc,2,0x2c7000,1,0,1,0,0,1,0,1,1,1,0,10
1078547202,buddy_free,4,0x21e000,1,0,1,0,1,1,0,1,1,1,0,10
1079749463,buddy_free,6,0x24a000,1,0,1,0,0,0,1,1,1,1,0,10
1080089555,buddy_alloc,4,0x2cb000,1,0,1,0,1,1,0,1,1,1,0,10
1081676566,buddy_free,3,0x29e000,1,0,1,1,1,1,0,1,1,1,0,10
1081873843,buddy_alloc,0,0x2db000,0,0,1,1,1,1,0,1,1,1,0,10
1082659221,buddy_alloc,2,0x2dc000,0,0,0,1,1,1,0,1,1,1,0,10
1082909129,buddy_free,1,0x1ce000,0,1,0,1,1,1,0,1,1,1,0,10
1084764642,buddy_alloc,6,0x2e0000,0,1,0,1,1,1,1,0,1,1,0,10
1086095686,buddy_free,2,0x2dc000,0,1,1,1,1,1,1,0,1,1,0,10
1088012071,buddy_free,0,0x2c6000,1,1,1,1,1,1,1,0,1,1,0,10
1088727103,buddy_free,7,0x2cb000,1,1,1,1,0,0,0,1,1,1,0,10
1089757898,buddy_alloc,5,0x320000,1,1,1,1,0,1,1,0,1,1,0,10
1090292545,buddy_alloc,1,0x340000,1,0,1,1,0,1,1,0,1,1,0,10
1090677427,buddy_free,7,0x2e0000,1,0,1,1,0,1,0,1,1,1,0,10
1092262970,buddy_alloc,4,0x342000,1,0,1,1,1,0,0,1,1,1,0,10
1092502195,buddy_free,1,0x340000,1,1,1,1,1,0,0,1,1,1,0,10
1094226562,buddy_alloc,6,0x352000,1,1,1,1,1,0,1,0,1,1,0,10
1095907172,buddy_alloc,0,0x392000,0,1,1,1,1,0,1,0,1,1,0,10
1096325751,buddy_alloc,1,0x393000,0,0,1,1,1,0,1,0,1,1,0,10
1097760290,buddy_alloc,0,0x395000,1,1,0,1,1,0,1,0,1,1,0,10
1097989170,buddy_alloc,5,0x396000,1,1,0,1,1,1,0,0,1,1,0,10
1099975547,buddy_alloc,1,0x3b6000,1,0,0,1,1,1,0,0,1,1,0,10
1101365892,buddy_alloc,2,0x3b8000,1,0,1,0,1,1,0,0,1,1,0,10
1102003743,buddy_free,1,0x395000,0,1,1,0,1,1,0,0,1,1,0,10
1103545108,buddy_alloc,3,0x3bc000,0,1,1,1,0,1,0,0,1,1,0,10
1105260230,buddy_alloc,4,0x3c4000,0,1,1,1,1,0,0,0,1,1,0,10
1105892903,buddy_free,0,0x392000,1,1,1,1,1,0,0,0,1,1,0,10
1106282015,buddy_free,5,0x3bc000,1,1,1,0,0,1,0,0,1,1,0,10
1108066381,buddy_free,4,0x342000,1,1,1,0,1,1,0,0,1,1,0,10
1109788575,buddy_free,3,0x216000,1,1,1,1,1,1,0,0,1,1,0,10
1110191235,buddy_free,6,0x3b6000,1,0,0,0,0,0,1,0,1,1,0,10
1111883252,buddy_alloc,6,0x3d4000,1,0,0,0,0,0,0,0,1,1,0,10
1113644038,buddy_alloc,5,0x414000,1,0,0,0,0,1,1,1,0,1,0,10
1114688762,buddy_alloc,3,0x434000,1,0,0,1,1,0,1,1,0,1,0,10
1115240930,buddy_free,1,0x2db000,0,1,0,1,1,0,1,1,0,1,0,10
1115700740,buddy_free,8,0x3d4000,0,1,0,1,1,0,0,0,1,1,0,10
1116227127,buddy_alloc,6,0x43c000,0,1,0,1,1,0,1,1,0,1,0,10
1117187273,buddy_free,2,0x393000,0,0,1,1,1,0,1,1,0,1,0,10
1119053328,buddy_free,5,0x396000,0,0,1,1,1,1,1,1,0,1,0,10
1120351471,buddy_alloc,3,0x47c000,0,0,1,0,1,1,1,1,0,1,0,10
1120703777,buddy_free,8,0x43c000,0,0,1,0,1,1,0,0,1,1,0,10
1121736727,buddy_free,3,0x2c7000,0,0,0,1,1,1,0,0,1,1,0,10
1122072283,buddy_free,6,0x3c4000,0,0,0,1,0,0,1,0,1,1,0,10
1123315209,buddy_free,7,0x352000,0,0,0,1,0,0,0,1,1,1,0,10
1123973978,buddy_free,4,0x47c000,0,0,0,0,1,0,0,1,1,1,0,10
1124723126,buddy_alloc,2,0x484000,0,0,1,1,0,0,0,1,1,1,0,10
1126628579,buddy_alloc,3,0x488000,0,0,1,0,0,0,0,1,1,1,0,10
1128573354,buddy_alloc,5,0x490000,0,0,1,0,0,1,1,0,1,1,0,10
1130276120,buddy_free,7,0x320000,0,0,1,0,0,0,0,1,1,1,0,10
1130618478,buddy_alloc,1,0x4b0000,0,1,0,0,0,0,0,1,1,1,0,10
1131784585,buddy_free,2,0x484000,0,1,1,0,0,0,0,1,1,1,0,10
1132515212,buddy_alloc,3,0x4b2000,0,1,1,1,1,1,1,0,1,1,0,10
1134350798,buddy_free,7,0x3b8000,0,1,0,0,0,0,0,1,1,1,0,10
1134964890,buddy_alloc,6,0x4ba000,0,1,0,0,0,0,1,0,1,1,0,10
1135242263,buddy_alloc,3,0x4fa000,0,1,0,1,1,1,0,0,1,1,0,10
1136960080,buddy_free,6,0x434000,0,1,0,0,0,0,1,0,1,1,0,10
1138570434,buddy_alloc,0,0x502000,1,0,0,0,0,0,1,0,1,1,0,10
1139688894,buddy_alloc,5,0x503000,1,0,0,0,0,1,0,0,1,1,0,10
1140387667,buddy_free,1,0x4b0000,1,1,0,0,0,1,0,0,1,1,0,10
1142072894,buddy_free,3,0x4fa000,1,1,0,1,0,1,0,0,1,1,0,10
1143335077,buddy_alloc,2,0x523000,1,1,1,0,0,1,0,0,1,1,0,10
1145265567,buddy_alloc,4,0x527000,1,1,1,0,1,0,0,0,1,1,0,10
1146957860,buddy_alloc,4,0x537000,1,1,1,0,0,0,0,0,1,1,0,10
1147504154,buddy_free,3,0x523000,1,1,0,1,0,0,0,0,1,1,0,10
1147823433,buddy_free,4,0x537000,1,1,0,1,1,0,0,0,1,1,0,10
1148900696,buddy_alloc,0,0x547000,0,1,0,1,1,0,0,0,1,1,0,10
1149577289,buddy_free,5,0x488000,0,1,0,0,0,1,0,0,1,1,0,10
1151190212,buddy_alloc,1,0x548000,0,0,0,0,0,1,0,0,1,1,0,10
1153031487,buddy_free,6,0x490000,0,0,0,0,0,0,1,0,1,1,0,10
1153721580,buddy_alloc,3,0x54a000,0,0,0,1,1,1,0,0,1,1,0,10
1154377179,buddy_free,2,0x246000,0,0,1,1,1,1,0,0,1,1,0,10
1155213911,buddy_free,1,0x548000,0,1,1,1,1,1,0,0,1,1,0,10
1157034330,buddy_free,6,0x503000,0,1,1,1,1,0,1,0,1,1,0,10
1158889087,buddy_free,7,0x4ba000,0,1,1,1,1,0,0,1,1,1,0,10
1159151171,buddy_free,5,0x414000,0,1,1,1,1,1,0,1,1,1,0,10
1161007040,buddy_free,6,0x2a6000,0,1,1,1,1,0,1,1,1,1,0,10
1162287676,buddy_free,0,0x502000,1,1,1,1,1,0,1,1,1,1,0,10
1164261348,buddy_free,5,0x54a000,1,1,1,0,0,1,1,1,1,1,0,10
1165498945,buddy_free,3,0x4b2000,1,1,1,1,0,1,1,1,1,1,0,10
1167102990,buddy_alloc,2,0x552000,1,1,0,1,0,1,1,1,1,1,0,10
1168508512,buddy_alloc,5,0x556000,1,1,0,1,0,0,1,1,1,1,0,10
1170115562,buddy_alloc,3,0x576000,1,1,0,0,0,0,1,1,1,1,0,10
1170357817,buddy_free,2,0x552000,1,1,1,0,0,0,1,1,1,1,0,10
1171508590,buddy_alloc,1,0x57e000,1,0,1,0,0,0,1,1,1,1,0,10
1172818082,buddy_free,1,0x57e000,1,1,1,0,0,0,1,1,1,1,0,10
1173678078,buddy_alloc,3,0x580000,1,1,1,1,1,1,0,1,1,1,0,10
1175304086,buddy_alloc,5,0x588000,1,1,1,1,1,0,0,1,1,1,0,10
1175568964,buddy_alloc,6,0x5a8000,1,1,1,1,1,0,1,0,1,1,0,10
1176539728,buddy_alloc,4,0x5e8000,1,1,1,1,0,0,1,0,1,1,0,10
1176705764,buddy_alloc,6,0x5f8000,1,1,1,1,0,0,0,0,1,1,0,10
1177174645,buddy_alloc,2,0x638000,1,1,0,1,0,0,0,0,1,1,0,10
1178117151,buddy_free,5,0x588000,1,1,0,1,0,1,0,0,1,1,0,10
1179371503,buddy_alloc,3,0x63c000,1,1,0,0,0,1,0,0,1,1,0,10
1180693311,buddy_free,2,0x638000,1,1,1,0,0,1,0,0,1,1,0,10
1181506681,buddy_alloc,3,0x644000,1,1,1,1,1,0,0,0,1,1,0,10
1182010251,buddy_free,5,0x556000,1,1,1,1,1,1,0,0,1,1,0,10
1182919524,buddy_free,6,0x547000,0,0,0,0,0,0,1,0,1,1,0,10
1184165723,buddy_alloc,2,0x64c000,0,0,1,1,1,1,0,0,1,1,0,10
1184683046,buddy_alloc,5,0x650000,0,0,1,1,1,0,0,0,1,1,0,10
1185370896,buddy_free,5,0x527000,0,0,1,1,0,1,0,0,1,1,0,10
1186721695,buddy_free,4,0x580000,0,0,1,0,1,1,0,0,1,1,0,10
1188018751,buddy_alloc,2,0x670000,0,0,0,0,1,1,0,0,1,1,0,10
1189883591,buddy_free,6,0x650000,0,0,0,0,1,0,1,0,1,1,0,10
1190771442,buddy_alloc,0,0x674000,1,1,1,1,0,0,1,0,1,1,0,10
1191156895,buddy_alloc,6,0x675000,1,1,1,1,0,0,0,0,1,1,0,10
1192409833,buddy_alloc,0,0x6b5000,0,1,1,1,0,0,0,0,1,1,0,10
1192894880,buddy_free,4,0x64c000,0,1,0,0,1,0,0,0,1,1,0,10
1193155052,buddy_free,3,0x644000,0,1,0,1,1,0,0,0,1,1,0,10
1195095131,buddy_alloc,1,0x6b6000,0,0,0,1,1,0,0,0,1,1,0,10
1195643754,buddy_alloc,4,0x6b8000,0,0,0,1,0,0,0,0,1,1,0,10
1197350696,buddy_alloc,1,0x6c8000,0,1,1,0,0,0,0,0,1,1,0,10
1198044107,buddy_free,3,0x6c8000,0,0,0,1,0,0,0,0,1,1,0,10
1199776125,buddy_alloc,2,0x6ca000,0,0,1,0,0,0,0,0,1,1,0,10
1201386551,buddy_free,0,0x674000,1,0,1,0,0,0,0,0,1,1,0,10
1201835128,buddy_alloc,1,0x6ce000,1,1,0,0,0,0,0,0,1,1,0,10
1201982940,buddy_free,6,0x5f8000,1,1,0,0,0,0,1,0,1,1,0,10
1202453340,buddy_free,2,0x670000,1,1,1,0,0,0,1,0,1,1,0,10
1203548632,buddy_alloc,0,0x6d0000,0,1,1,0,0,0,1,0,1,1,0,10
1205163801,buddy_alloc,0,0x6d1000,1,0,1,0,0,0,1,0,1,1,0,10
1206859456,buddy_free,4,0x6b8000,1,0,1,0,1,0,1,0,1,1,0,10
1207697004,buddy_alloc,6,0x6d2000,1,0,1,0,1,0,0,0,1,1,0,10
1207835145,buddy_free,3,0x6ca000,1,0,0,1,1,0,0,0,1,1,0,10
1208856138,buddy_alloc,4,0x712000,1,0,0,1,0,0,0,0,1,1,0,10
1209405810,buddy_alloc,5,0x722000,1,0,0,1,0,1,1,1,0,1,0,10
1211170005,buddy_alloc,5,0x742000,1,0,0,1,0,0,1,1,0,1,0,10
1211612412,buddy_alloc,4,0x762000,1,0,0,1,1,1,0,1,0,1,0,10
1212711925,buddy_free,6,0x675000,1,0,0,1,1,1,1,1,0,1,0,10
1214615922,buddy_free,1,0x6b6000,1,1,0,1,1,1,1,1,0,1,0,10
1216524930,buddy_free,8,0x712000,1,1,0,1,0,0,0,0,1,1,0,10
1217516983,buddy_free,2,0x6b5000,0,0,1,1,0,0,0,0,1,1,0,10
1217850569,buddy_free,1,0x6ce000,0,1,1,1,0,0,0,0,1,1,0,10
1218280345,buddy_free,4,0x576000,0,1,1,0,1,0,0,0,1,1,0,10
1218415060,buddy_alloc,3,0x772000,0,1,1,1,0,0,0,0,1,1,0,10
1220162643,buddy_free,6,0x6d2000,0,1,1,1,0,0,1,0,1,1,0,10
1220778073,buddy_alloc,3,0x77a000,0,1,1,0,0,0,1,0,1,1,0,10
1221364933,buddy_free,5,0x722000,0,1,1,0,0,1,1,0,1,1,0,10
1221993376,buddy_free,7,0x742000,0,1,1,0,0,0,0,1,1,1,0,10
1223079764,buddy_alloc,4,0x782000,0,1,1,0,1,1,1,0,1,1,0,10
1224885070,buddy_free,7,0x782000,0,1,1,0,0,0,0,1,1,1,0,10
1225702344,buddy_alloc,4,0x792000,0,1,1,0,1,1,1,0,1,1,0,10
1226793459,buddy_free,7,0x762000,0,1,1,0,0,0,0,1,1,1,0,10
1228682192,buddy_alloc,4,0x7a2000,0,1,1,0,1,1,1,0,1,1,0,10
1229495508,buddy_alloc,5,0x7b2000,0,1,1,0,1,0,1,0,1,1,0,10
1230776003,buddy_alloc,1,0x7d2000,0,0,1,0,1,0,1,0,1,1,0,10
1231744843,buddy_alloc,4,0x7d4000,0,0,1,0,0,0,1,0,1,1,0,10
1232259988,buddy_alloc,1,0x7e4000,0,1,0,0,0,0,1,0,1,1,0,10
1233091249,buddy_free,2,0x7d2000,0,0,1,0,0,0,1,0,1,1,0,10
1233301304,buddy_alloc,5,0x7e6000,0,0,1,0,0,1,0,0,1,1,0,10
1235297425,buddy_alloc,4,0x806000,0,0,1,0,1,0,0,0,1,1,0,10
1236896145,buddy_free,1,0x7e4000,0,1,1,0,1,0,0,0,1,1,0,10
1238748257,buddy_alloc,3,0x816000,0,1,1,1,0,0,0,0,1,1,0,10
1239920843,buddy_free,0,0x6d1000,1,1,1,1,0,0,0,0,1,1,0,10
1241910270,buddy_alloc,5,0x81e000,1,1,1,1,0,1,1,1,0,1,0,10
1243646886,buddy_free,8,0x5a8000,1,1,1,1,0,1,0,0,1,1,0,10
1245503153,buddy_alloc,4,0x83e000,1,1,1,1,1,0,0,0,1,1,0,10
1247271329,buddy_free,5,0x772000,1,1,1,0,0,1,0,0,1,1,0,10
1248807883,buddy_alloc,2,0x84e000,1,1,0,0,0,1,0,0,1,1,0,10
1250697826,buddy_alloc,3,0x852000,1,1,0,1,1,0,0,0,1,1,0,10
1251843936,buddy_free,2,0x84e000,1,1,1,1,1,0,0,0,1,1,0,10
1253403919,buddy_alloc,4,0x85a000,1,1,1,1,0,0,0,0,1,1,0,10
1254893476,buddy_alloc,3,0x86a000,1,1,1,0,0,0,0,0,1,1,0,10
1256033922,buddy_alloc,3,0x872000,1,1,1,1,1,1,1,1,0,1,0,10
1256918453,buddy_free,8,0x816000,1,1,1,0,0,0,0,0,1,1,0,10
1257407320,buddy_free,3,0x6d0000,0,0,0,1,0,0,0,0,1,1,0,10
1258753724,buddy_free,4,0x792000,0,0,0,1,1,0,0,0,1,1,0,10
1258984480,buddy_free,5,0x83e000,0,0,0,1,0,1,0,0,1,1,0,10
1259937837,buddy_free,4,0x7d4000,0,0,0,1,1,1,0,0,1,1,0,10
1261865853,buddy_alloc,3,0x87a000,0,0,0,0,1,1,0,0,1,1,0,10
1263222505,buddy_alloc,0,0x882000,1,1,1,1,0,1,0,0,1,1,0,10
1264849895,buddy_free,6,0x81e000,1,1,1,1,0,0,1,0,1,1,0,10
1265375823,buddy_free,5,0x7b2000,1,1,1,1,0,1,1,0,1,1,0,10
1265534463,buddy_alloc,4,0x883000,1,1,1,1,1,0,1,0,1,1,0,10
1266108456,buddy_free,5,0x85a000,1,1,1,1,0,1,1,0,1,1,0,10
1267789895,buddy_free,4,0x7a2000,1,1,1,1,1,1,1,0,1,1,0,10
1269074068,buddy_free,7,0x63c000,1,1,1,0,0,0,0,1,1,1,0,10
1271028517,buddy_alloc,3,0x893000,1,1,1,1,1,1,1,0,1,1,0,10
1272267837,buddy_free,7,0x883000,1,1,1,1,0,0,0,1,1,1,0,10
1272723441,buddy_alloc,1,0x89b000,1,0,1,1,0,0,0,1,1,1,0,10
1272999803,buddy_alloc,0,0x89d000,0,0,1,1,0,0,0,1,1,1,0,10
1274149664,buddy_free,1,0x89b000,0,1,1,1,0,0,0,1,1,1,0,10
1274336197,buddy_alloc,0,0x89e000,1,0,1,1,0,0,0,1,1,1,0,10
1275865476,buddy_alloc,0,0x89f000,0,0,1,1,0,0,0,1,1,1,0,10
1276754453,buddy_free,5,0x7e6000,0,0,1,1,0,1,0,1,1,1,0,10
1277168145,buddy_free,4,0x852000,0,0,1,0,1,1,0,1,1,1,0,10
1277915341,buddy_free,3,0x893000,0,0,1,1,1,1,0,1,1,1,0,10
1278954049,buddy_free,0,0x882000,1,0,1,1,1,1,0,1,1,1,0,10
1280272671,buddy_alloc,1,0x8a0000,1,1,0,1,1,1,0,1,1,1,0,10
1280914048,buddy_alloc,0,0x8a2000,0,1,0,1,1,1,0,1,1,1,0,10
1281628614,buddy_alloc,1,0x8a3000,0,0,0,1,1,1,0,1,1,1,0,10
1282192599,buddy_alloc,5,0x8a5000,0,0,0,1,1,0,0,1,1,1,0,10
1282303903,buddy_free,5,0x5e8000,0,0,0,1,0,1,0,1,1,1,0,10
1283614319,buddy_free,0,0x8a2000,1,0,0,1,0,1,0,1,1,1,0,10
1284685361,buddy_alloc,1,0x8c5000,1,1,1,0,0,1,0,1,1,1,0,10
1285383409,buddy_alloc,0,0x8c7000,0,1,1,0,0,1,0,1,1,1,0,10
1286735599,buddy_alloc,0,0x8c8000,1,0,1,0,0,1,0,1,1,1,0,10
1287606946,buddy_free,3,0x87a000,1,0,1,1,0,1,0,1,1,1,0,10
1288396595,buddy_alloc,6,0x8c9000,1,0,1,1,0,1,1,0,1,1,0,10
1289275495,buddy_alloc,6,0x909000,1,0,1,1,0,1,0,0,1,1,0,10
1290710107,buddy_free,1,0x8c7000,0,1,1,1,0,1,0,0,1,1,0,10
1291027447,buddy_free,4,0x8a3000,0,0,0,0,1,1,0,0,1,1,0,10
1291181949,buddy_alloc,6,0x949000,0,0,0,0,1,1,1,1,0,1,0,10
1292037801,buddy_alloc,3,0x989000,0,0,0,1,0,1,1,1,0,1,0,10
1292318243,buddy_alloc,6,0x991000,0,0,0,1,0,1,0,1,0,1,0,10
1292993885,buddy_free,6,0x909000,0,0,0,1,0,1,1,1,0,1,0,10
1293950891,buddy_free,4,0x989000,0,0,0,0,1,1,1,1,0,1,0,10
1295551000,buddy_alloc,4,0x9d1000,0,0,0,0,0,1,1,1,0,1,0,10
1297214202,buddy_alloc,6,0x9e1000,0,0,0,0,0,1,0,1,0,1,0,10
1298898109,buddy_alloc,0,0xa21000,1,1,1,1,1,0,0,1,0,1,0,10
1299377639,buddy_alloc,5,0xa22000,1,1,1,1,1,1,1,0,0,1,0,10
1301209924,buddy_free,7,0xa22000,1,1,1,1,1,0,0,1,0,1,0,10
1302993802,buddy_alloc,5,0xa42000,1,1,1,1,1,1,1,0,0,1,0,10
1304582639,buddy_free,7,0x89d000,0,0,0,0,0,0,0,1,0,1,0,10
1306530555,buddy_alloc,1,0xa62000,0,1,1,1,1,1,1,0,0,1,0,10
1308523557,buddy_free,0,0x89e000,1,1,1,1,1,1,1,0,0,1,0,10
1309148298,buddy_alloc,1,0xa64000,1,0,1,1,1,1,1,0,0,1,0,10
1309493579,buddy_free,1,0xa21000,0,1,1,1,1,1,1,0,0,1,0,10
1310425387,buddy_alloc,6,0xa66000,0,1,1,1,1,1,0,0,0,1,0,10
1311983774,buddy_free,6,0x949000,0,1,1,1,1,1,1,0,0,1,0,10
1312237654,buddy_free,7,0x8c9000,0,1,1,1,1,1,0,1,0,1,0,10
1312427612,buddy_alloc,2,0xaa6000,0,1,0,1,1,1,0,1,0,1,0,10
1313601619,buddy_alloc,0,0xaaa000,1,0,0,1,1,1,0,1,0,1,0,10
1314107353,buddy_alloc,1,0xaab000,1,1,1,0,1,1,0,1,0,1,0,10
1315480503,buddy_alloc,2,0xaad000,1,1,0,0,1,1,0,1,0,1,0,10
1315634941,buddy_alloc,3,0xab1000,1,1,0,1,0,1,0,1,0,1,0,10
1317154722,buddy_free,2,0xa62000,1,0,1,1,0,1,0,1,0,1,0,10
1318905136,buddy_alloc,0,0xab9000,0,0,1,1,0,1,0,1,0,1,0,10
1319799755,buddy_alloc,5,0xaba000,0,0,1,1,0,0,0,1,0,1,0,10
1321019864,buddy_alloc,2,0xada000,0,0,0,1,0,0,0,1,0,1,0,10
1322635136,buddy_alloc,0,0xade000,1,1,1,0,0,0,0,1,0,1,0,10
1322853750,buddy_free,3,0xaaa000,0,0,0,1,0,0,0,1,0,1,0,10
1323677884,buddy_free,2,0xada000,0,0,1,1,0,0,0,1,0,1,0,10
1325298718,buddy_alloc,2,0xadf000,0,0,0,1,0,0,0,1,0,1,0,10
1326045851,buddy_alloc,0,0xae3000,1,1,1,0,0,0,0,1,0,1,0,10
1327873950,buddy_free,3,0x77a000,1,1,1,1,0,0,0,1,0,1,0,10
1328385076,buddy_free,4,0xadf000,1,1,0,0,1,0,0,1,0,1,0,10
1330208079,buddy_free,5,0xaba000,1,1,0,0,1,1,0,1,0,1,0,10
1331627947,buddy_alloc,4,0xae4000,1,1,0,0,0,1,0,1,0,1,0,10
